iter	RMSE
696	0.9422036734
697	0.942134737
698	0.9420643027
699	0.9419969352
700	0.9419412953
701	0.9419028753
702	0.9418292107
703	0.9417449988
704	0.9416895194
705	0.9416637252
706	0.941589527
707	0.941527255
708	0.9414661144
709	0.9413999938
710	0.941325366
711	0.9412405714
712	0.9411678499
713	0.9411144634
714	0.9410386357
715	0.940990041
716	0.9409312824
717	0.9408407682
718	0.9408006475
719	0.9407654109
720	0.9407045626
721	0.9406195883
722	0.9405860888
723	0.9405211023
724	0.9404863714
725	0.9404366918
726	0.940386289
727	0.9403459802
728	0.9402905205
729	0.9402103142
730	0.9401078937
731	0.940039514
732	0.9399726206
733	0.9398996062
734	0.9398215446
735	0.93974694
736	0.939665359
737	0.9395915136
738	0.9394849925
739	0.9394252135
740	0.9393561794
741	0.9392962063
742	0.9392192319
743	0.9391696923
744	0.9391007677
745	0.9390659315
746	0.9390041482
747	0.9389673807
748	0.9389075706
749	0.9388360889
750	0.9387599933
751	0.9387131562
752	0.9386701162
753	0.9386241694
754	0.9385601082
755	0.9384836122
756	0.9384233754
757	0.9383592823
758	0.9382896494
759	0.9382595796
760	0.938204419
761	0.9381236141
762	0.9380976179
763	0.9380234729
764	0.9379652388
765	0.9379033219
766	0.9378275747
767	0.9377463921
768	0.9376573086
769	0.9376178179
770	0.9375552209
771	0.9375178031
772	0.9374912165
773	0.9374273159
774	0.9373779449
775	0.9373062805
776	0.9372354651
777	0.9371794833
778	0.9371328337
779	0.9370775042
780	0.9370258772
781	0.9369547454
782	0.9369293488
783	0.9368678129
784	0.9367909029
785	0.9367574479
786	0.9366709849
787	0.9366085296
788	0.9365530557
789	0.9364917824
790	0.9363902083
791	0.9363484697
792	0.9362835657
793	0.936162386
794	0.936128276
795	0.9360581752
796	0.9359980649
797	0.9359253585
798	0.9358610948
799	0.9357896712
800	0.9357527446
801	0.9356898716
802	0.9356489055
803	0.9356131742
804	0.9355504921
805	0.9354808807
806	0.9354361839
807	0.9353906893
808	0.9353261242
809	0.9352605934
810	0.9351872297
811	0.9351353034
812	0.9351125723
813	0.9350572178
814	0.9350070769
815	0.9349513861
816	0.9349132739
817	0.9348439695
818	0.9348072257
819	0.9347604493
820	0.9347238537
821	0.9346671364
822	0.9346307727
823	0.9345771679
824	0.9345312239
825	0.9344699512
826	0.9344094343
827	0.9343526754
828	0.9342876503
829	0.9341995608
830	0.934142514
831	0.934087722
832	0.934019833
833	0.9339708842
834	0.9339161787
835	0.9338541991
836	0.9337709708
837	0.9337231863
838	0.9336417108
839	0.9335335332
840	0.9334782836
841	0.9334138968
842	0.9333671183
843	0.9333253359
844	0.9332684811
845	0.9331924598
846	0.9331488076
847	0.9331045765
848	0.933062557
849	0.9329890245
850	0.9329118055
851	0.9328597857
852	0.9327831834
853	0.932717019
854	0.9326321068
855	0.9325313335
856	0.932480257
857	0.932411006
858	0.9323707406
859	0.9323419568
860	0.932304684
861	0.9322672612
862	0.9322276937
863	0.9321550563
864	0.9320936049
865	0.9320504631
866	0.9320138677
867	0.9319762527
868	0.9319241866
869	0.9318964441
870	0.9318104217
871	0.9317365513
872	0.9316975663
873	0.9316498917
874	0.9315619705
875	0.931512146
876	0.9314744174
877	0.9314450312
878	0.9314078477
879	0.9313720506
880	0.9313539574
881	0.9312870964
882	0.931252739
883	0.9311727071
884	0.9311267364
885	0.9310759689
886	0.9309882222
887	0.9309045014
888	0.9308488147
889	0.9308061208
890	0.930745224
891	0.930712311
892	0.9306313401
893	0.9305496961
894	0.9304780198
895	0.930410331
896	0.9303643218
897	0.9303077536
898	0.930261311
899	0.9302076454
900	0.9301206407
901	0.9300687376
902	0.9300053612
903	0.9299361846
904	0.9298914685
905	0.9298444681
906	0.9298210286
907	0.9297890407
908	0.9297271024
909	0.9296786557
910	0.9296301416
911	0.9295685271
912	0.929518099
913	0.9294661796
914	0.9294048475
915	0.9293693323
916	0.9293093064
917	0.9292330113
918	0.9291885745
919	0.929096525
920	0.9290616877
921	0.9290271183
922	0.9289527026
923	0.928926341
924	0.9288818623
925	0.9288025506
926	0.9287598104
927	0.9287029878
928	0.9286545351
929	0.9286163704
930	0.9285748299
931	0.9285058986
932	0.9284652978
933	0.9284284923
934	0.9283791091
935	0.9283219468
936	0.9282317206
937	0.9282011716
938	0.9281385072
939	0.9280911376
940	0.9280257326
941	0.9279896481
942	0.9279425486
943	0.9278847261
944	0.9278186647
945	0.927782158
946	0.9277311804
947	0.9276990548
948	0.9276638802
949	0.9276216887
950	0.9275600122
951	0.9275276954
952	0.9274824741
953	0.9274384689
954	0.9273865798
955	0.9273422306
956	0.9272899246
957	0.9272368142
958	0.9271809853
959	0.9271094608
960	0.9270797168
961	0.9270285258
962	0.9269419176
963	0.9268722373
964	0.9268335105
965	0.9267920463
966	0.9267278709
967	0.926683466
968	0.9266108325
969	0.9265537447
970	0.9265210259
971	0.9264839165
972	0.9263922644
973	0.9263491225
974	0.9262786068
975	0.9262342798
976	0.9261799504
977	0.9261137781
978	0.9260437227
979	0.9260064213
980	0.9259539981
981	0.9259011127
982	0.9258587641
983	0.925814823
984	0.9257307457
985	0.9256998995
986	0.9256391351
987	0.9255804244
988	0.9255165118
989	0.9254187272
990	0.9253358816
991	0.925288837
992	0.9252654459
993	0.9252131381
994	0.9251529752
995	0.9251018415
996	0.9250354585
997	0.9249537678
998	0.9248767486
999	0.9248338294
